instance algorithm localsearch alpha beta rho ants q0 rasrank elitistants nnls dlb val
130 mmas 3 2.21 9.1 0.63 36 NA NA NA 18 1 32756874
130 ras 0 4.7 1.56 0.34 14 NA 96 NA NA NA 60803098
130 mmas 3 0.96 1.76 0.43 17 NA NA NA 42 1 33272949
130 as 1 3.74 4.26 0.18 28 NA NA NA 14 1 33626291
130 acs 3 2.56 6.06 0.86 50 0.15 NA NA 50 1 33136263
130 mmas 3 2.22 1.19 0.91 55 NA NA NA 25 1 33223239
130 ras 0 0.48 8.45 0.87 67 NA 60 NA NA NA 39835745
130 as 3 1.18 1.51 0.64 25 NA NA NA 31 0 33413856
130 as 1 4.7 6.31 0.55 26 NA NA NA 37 1 33559021
130 acs 2 1.21 7.03 0.18 23 0.84 NA NA 6 0 33338982
130 ras 2 4.09 7.93 0.95 95 NA 32 NA 15 1 33173577
130 as 0 1.43 7.0 0.63 50 NA NA NA NA NA 39117209
130 acs 3 2.43 6.93 0.59 72 0.0 NA NA 50 0 33374746
130 ras 0 0.04 5.0 0.98 75 NA 58 NA NA NA 43460071
130 acs 3 3.7 8.26 0.11 10 0.3 NA NA 16 0 33414982
130 eas 3 3.41 0.84 0.1 38 NA NA 310 31 1 32995463
130 ras 0 0.27 6.14 0.97 67 NA 92 NA NA NA 40739732
130 eas 3 0.98 6.7 0.04 36 NA NA 22 16 1 33372273
130 as 2 1.76 5.16 0.79 81 NA NA NA 20 0 33553765
130 acs 3 0.92 5.32 0.62 24 0.11 NA NA 8 0 33090108
130 as 1 1.7 9.87 0.08 11 NA NA NA 9 1 34147045
130 acs 2 2.07 9.66 0.94 50 0.65 NA NA 6 0 33141094
130 ras 1 2.73 8.21 0.45 89 NA 24 NA 23 1 33636665
130 acs 2 1.1 5.36 0.45 48 0.56 NA NA 16 0 33328577
130 eas 1 3.96 3.17 0.92 90 NA NA 519 8 0 34334970
130 ras 1 1.06 1.04 0.89 83 NA 28 NA 21 1 34651400
130 acs 2 3.45 8.9 0.5 68 0.61 NA NA 43 0 33116086
130 as 3 1.7 4.26 0.04 65 NA NA NA 13 1 33355742
130 as 0 1.59 7.48 0.25 55 NA NA NA NA NA 38553609
130 eas 1 3.33 1.98 0.15 69 NA NA 148 37 0 33612088
130 ras 2 3.76 2.9 0.58 16 NA 97 NA 28 0 33246520
130 mmas 2 2.64 8.76 0.07 65 NA NA NA 37 1 33594933
130 as 1 4.65 3.79 0.83 91 NA NA NA 15 0 33794161
130 mmas 3 0.98 0.76 0.29 46 NA NA NA 7 1 33687921
130 acs 2 1.36 1.66 0.21 76 0.04 NA NA 9 1 34362563
130 acs 2 2.57 6.41 0.53 84 0.14 NA NA 36 0 33386296
130 mmas 0 3.37 2.64 0.48 9 NA NA NA NA NA 47121746
130 as 0 2.86 0.48 0.73 70 NA NA NA NA NA 49354345
130 as 3 2.64 2.48 0.41 22 NA NA NA 45 1 32991336
130 as 0 4.72 0.26 0.66 59 NA NA NA NA NA 64748848
130 acs 3 3.54 7.05 0.65 98 0.89 NA NA 23 0 33258033
130 eas 3 2.84 2.57 0.07 77 NA NA 685 8 1 33157927
130 acs 1 2.96 4.6 0.85 49 0.52 NA NA 29 1 33159234
130 as 3 0.1 5.51 0.75 19 NA NA NA 46 1 33492634
130 as 1 4.33 0.67 0.91 90 NA NA NA 29 1 33474224
130 eas 1 2.58 8.11 0.44 61 NA NA 507 31 1 33216463
130 as 1 0.88 8.77 0.4 62 NA NA NA 17 0 34079330
130 acs 0 0.92 8.03 0.27 54 0.37 NA NA NA NA 38869776
130 acs 2 1.0 1.13 0.34 65 0.53 NA NA 31 0 34022737
130 acs 1 4.04 2.04 0.57 14 0.28 NA NA 49 1 33291325
130 eas 2 1.24 7.21 0.26 94 NA NA 724 39 0 33462197
130 ras 2 0.41 4.63 0.06 7 NA 12 NA 39 1 34159230
130 as 0 3.72 8.4 0.4 11 NA NA NA NA NA 38930057
130 acs 2 2.3 7.84 0.27 16 0.11 NA NA 25 1 33034619
130 eas 1 2.1 1.85 0.44 45 NA NA 496 33 0 33538412
130 acs 1 1.04 5.52 0.4 59 0.76 NA NA 10 0 33737847
130 as 1 2.61 4.09 0.52 76 NA NA NA 10 0 33860047
130 as 2 0.35 4.25 0.98 22 NA NA NA 45 1 34245735
130 as 1 4.29 8.31 0.67 14 NA NA NA 28 0 33462038
130 acs 2 3.51 9.58 0.28 19 0.88 NA NA 27 1 33032940
130 ras 0 0.06 6.04 0.91 8 NA 73 NA NA NA 41052812
130 as 1 1.41 4.02 0.89 11 NA NA NA 22 1 34130337
130 mmas 1 3.38 8.04 0.27 44 NA NA NA 34 0 33157004
130 as 3 1.76 4.09 0.6 75 NA NA NA 44 0 33346468
130 ras 3 1.11 2.24 0.81 49 NA 73 NA 27 0 33414067
130 as 2 3.04 4.02 0.6 16 NA NA NA 23 0 33169311
130 ras 2 3.66 1.77 0.98 18 NA 98 NA 31 1 34408657
130 as 2 3.71 6.88 0.69 31 NA NA NA 23 0 33229572
130 acs 1 2.57 1.75 0.46 42 0.26 NA NA 34 1 33271813
130 as 3 2.97 7.32 0.59 65 NA NA NA 29 1 33210447
130 as 2 2.57 6.53 0.77 91 NA NA NA 8 1 33594992
130 eas 1 0.29 5.95 0.96 91 NA NA 448 5 0 34922588
130 mmas 2 1.56 3.88 0.97 84 NA NA NA 46 0 33220810
130 ras 2 2.67 6.39 0.14 46 NA 25 NA 21 1 33368772
130 mmas 3 2.73 8.35 0.74 93 NA NA NA 44 1 33168764
130 mmas 0 3.55 7.72 0.04 15 NA NA NA NA NA 40317531
130 eas 0 1.83 6.96 0.14 63 NA NA 718 NA NA 39523089
130 as 1 3.3 2.93 0.41 51 NA NA NA 18 1 33650822
130 eas 1 3.31 6.32 0.24 80 NA NA 547 18 1 33439354
130 as 2 1.09 3.98 0.81 38 NA NA NA 50 1 33876022
130 ras 0 3.61 0.57 0.58 64 NA 35 NA NA NA 54847936
130 acs 2 0.29 8.23 0.8 32 0.1 NA NA 32 1 33849106
130 ras 1 1.38 3.6 0.5 5 NA 54 NA 35 1 34201870
130 mmas 1 2.32 4.88 0.8 66 NA NA NA 33 1 33843020
130 eas 0 0.77 4.04 0.75 80 NA NA 89 NA NA 40494621
130 acs 3 2.41 4.25 0.77 94 0.03 NA NA 28 0 33508073
130 mmas 3 0.81 4.77 0.87 93 NA NA NA 37 0 33466048
130 mmas 2 4.13 0.19 0.95 79 NA NA NA 37 0 34138268
130 mmas 2 0.37 2.94 0.16 15 NA NA NA 47 1 34215466
130 as 0 4.66 1.98 0.25 76 NA NA NA NA NA 39838184
130 mmas 0 1.51 7.6 0.16 18 NA NA NA NA NA 39650628
130 mmas 2 1.01 9.6 0.79 59 NA NA NA 37 0 33408247
130 as 0 1.74 1.14 0.98 86 NA NA NA NA NA 41863796
130 ras 1 0.69 6.19 0.73 66 NA 69 NA 34 0 34267709
130 as 2 3.01 5.7 1.0 18 NA NA NA 27 1 33345831
130 mmas 0 4.83 9.54 0.94 57 NA NA NA NA NA 39893879
130 acs 3 0.49 9.77 0.23 62 0.95 NA NA 31 0 33277624
130 mmas 3 4.54 3.5 0.7 47 NA NA NA 49 0 33254191
130 acs 3 0.5 6.45 0.43 65 0.69 NA NA 41 1 33306806
130 acs 0 0.57 4.76 0.77 56 0.71 NA NA NA NA 39337151
130 acs 2 4.44 2.98 0.23 93 0.28 NA NA 40 1 33852101
130 acs 2 3.8 2.66 0.48 90 0.77 NA NA 27 0 33463038
130 as 0 0.14 1.5 0.92 13 NA NA NA NA NA 57880683
130 mmas 1 4.71 1.17 0.38 70 NA NA NA 11 0 33551019
130 as 2 0.86 6.81 0.78 16 NA NA NA 31 0 33732984
130 mmas 3 4.42 7.59 0.66 32 NA NA NA 50 1 33066632
130 ras 0 3.3 3.51 0.19 89 NA 78 NA NA NA 39811293
130 mmas 2 1.1 3.57 0.2 55 NA NA NA 30 0 33690845
130 as 2 1.19 9.76 0.15 34 NA NA NA 43 1 33849344
130 as 1 0.43 9.53 0.9 36 NA NA NA 39 1 34318831
130 eas 1 3.86 9.3 0.89 33 NA NA 462 14 1 34010747
130 acs 2 3.24 3.97 0.74 40 0.38 NA NA 28 0 33300380
130 eas 1 0.8 5.7 0.25 69 NA NA 53 50 0 34184836
130 acs 0 2.5 1.12 0.72 90 0.51 NA NA NA NA 52940985
130 ras 0 2.92 9.38 0.8 86 NA 90 NA NA NA 38888272
130 as 2 3.66 9.32 0.6 33 NA NA NA 17 0 33261905
130 as 0 2.01 7.48 0.99 13 NA NA NA NA NA 40041925
130 acs 2 4.54 1.1 0.03 96 0.22 NA NA 32 0 34188711
130 eas 3 2.81 5.85 0.37 5 NA NA 452 33 1 32966862
130 mmas 0 2.64 5.08 0.94 42 NA NA NA NA NA 42974381
130 eas 3 3.73 5.65 0.04 86 NA NA 242 14 1 33073353
130 acs 2 1.89 3.22 0.23 46 0.95 NA NA 32 0 33035290
130 eas 1 2.99 8.93 0.28 7 NA NA 214 12 1 33745050
130 acs 1 4.18 6.2 0.51 34 0.57 NA NA 49 1 33222958
130 acs 2 1.86 10.0 0.74 49 0.34 NA NA 10 0 33250277
130 mmas 0 2.7 2.59 0.4 60 NA NA NA NA NA 44081160
130 acs 2 4.04 5.06 0.04 83 0.03 NA NA 45 0 33721444
130 eas 1 1.16 5.18 0.67 82 NA NA 316 11 1 33911957
130 acs 0 3.84 6.52 0.04 87 0.65 NA NA NA NA 40053241
130 as 0 4.97 0.61 0.59 92 NA NA NA NA NA 47985679
130 mmas 1 2.27 0.77 0.27 58 NA NA NA 9 0 34182883
130 ras 0 1.37 2.04 0.18 12 NA 50 NA NA NA 45512466
130 ras 1 3.95 3.22 0.76 71 NA 69 NA 39 0 33628173
130 mmas 0 3.57 9.73 0.42 46 NA NA NA NA NA 39050997
130 mmas 2 4.82 9.54 0.71 27 NA NA NA 11 1 33529891
130 eas 3 0.24 4.35 0.9 80 NA NA 627 5 1 34284834
130 mmas 0 4.51 1.65 0.36 30 NA NA NA NA NA 52509837
130 ras 1 2.94 1.48 0.45 57 NA 53 NA 31 0 33562604
130 mmas 1 3.61 6.82 0.05 28 NA NA NA 33 0 33876024
130 acs 3 4.68 8.73 0.52 41 0.88 NA NA 46 1 33104066
130 eas 3 3.24 4.66 0.33 45 NA NA 424 45 0 33365997
130 eas 0 1.38 0.25 0.73 58 NA NA 221 NA NA 75043750
130 as 0 1.78 7.7 0.21 29 NA NA NA NA NA 38964229
130 acs 3 4.44 8.77 0.74 51 0.99 NA NA 26 1 32834116
130 as 0 1.07 2.81 0.17 12 NA NA NA NA NA 41572816
130 acs 2 2.54 9.29 0.34 97 0.7 NA NA 34 1 33513310
130 acs 0 1.32 9.44 0.72 5 0.79 NA NA NA NA 38020659
130 mmas 1 0.79 1.26 0.24 87 NA NA NA 26 0 34946818
130 ras 1 4.46 4.63 0.86 73 NA 44 NA 38 0 33389879
130 acs 2 2.03 0.45 0.51 51 0.23 NA NA 44 0 33369049
130 ras 1 1.95 8.02 0.22 8 NA 16 NA 8 0 33921222
130 acs 1 1.57 0.98 0.52 68 0.91 NA NA 34 0 33711890
130 as 3 3.43 2.17 0.71 38 NA NA NA 30 0 33153302
130 mmas 3 0.74 6.88 0.42 7 NA NA NA 48 1 33343805
130 mmas 2 2.13 0.93 0.65 14 NA NA NA 44 0 33452691
130 eas 1 1.59 3.43 0.31 22 NA NA 455 9 0 33433836
130 acs 0 0.19 2.57 1.0 61 0.3 NA NA NA NA 47176447
130 ras 1 0.57 8.47 0.11 36 NA 59 NA 37 0 34118319
130 eas 3 1.49 4.16 0.33 38 NA NA 219 31 1 33090660
130 acs 0 4.42 1.18 0.44 73 0.7 NA NA NA NA 46859294
130 acs 3 4.19 8.71 0.52 63 0.73 NA NA 32 1 32796653
130 as 1 3.72 7.31 0.68 24 NA NA NA 6 0 33754959
130 mmas 2 3.79 6.78 0.6 43 NA NA NA 24 1 33325594
130 eas 3 1.46 1.04 0.37 92 NA NA 41 7 1 33464329
130 eas 0 0.29 3.08 0.32 41 NA NA 124 NA NA 45676119
130 as 0 4.29 3.66 0.49 65 NA NA NA NA NA 39792505
130 ras 1 0.9 5.77 0.65 17 NA 98 NA 43 1 34249652
130 acs 0 2.53 6.72 0.6 70 0.26 NA NA NA NA 38911429
130 mmas 3 3.42 4.49 0.69 45 NA NA NA 47 0 33120007
130 as 0 1.89 8.12 0.08 65 NA NA NA NA NA 38243993
130 mmas 3 0.43 8.52 0.49 28 NA NA NA 24 1 33363389
130 acs 0 2.35 7.76 0.22 84 0.89 NA NA NA NA 38795905
130 eas 3 4.22 0.99 0.28 77 NA NA 251 20 1 33043469
130 ras 3 2.03 7.16 0.81 63 NA 79 NA 44 1 33262480
130 acs 1 4.68 5.61 0.36 18 0.39 NA NA 42 1 33218741
130 ras 0 1.92 9.54 0.47 10 NA 81 NA NA NA 40284248
130 mmas 3 3.84 6.88 0.48 16 NA NA NA 32 0 32961978
130 ras 1 2.94 3.07 0.47 91 NA 80 NA 17 0 33636827
130 as 1 0.14 5.94 0.79 52 NA NA NA 31 0 34472901
130 eas 2 4.15 3.75 0.02 64 NA NA 550 36 1 33540276
130 ras 0 2.13 0.77 0.58 6 NA 45 NA NA NA 67308302
130 acs 3 0.91 3.61 0.52 99 0.44 NA NA 12 0 33280022
130 mmas 0 3.31 2.0 0.13 72 NA NA NA NA NA 42679267
130 ras 3 4.7 4.73 0.22 33 NA 38 NA 8 0 33035037
130 as 2 3.78 4.47 0.69 58 NA NA NA 23 0 33316663
130 acs 2 2.67 4.06 0.63 12 0.74 NA NA 8 0 32871426
130 acs 1 1.28 7.27 0.69 87 0.65 NA NA 13 1 33748216
130 mmas 2 4.25 1.16 0.06 14 NA NA NA 11 1 33008405
130 mmas 1 3.11 8.56 0.31 62 NA NA NA 36 1 33422021
130 as 3 2.69 3.22 0.75 53 NA NA NA 24 1 32929841
130 eas 3 1.56 0.98 0.86 53 NA NA 602 45 1 33136529
130 ras 2 3.36 0.69 0.91 39 NA 36 NA 5 1 33166263
130 ras 1 0.9 9.96 0.29 47 NA 24 NA 9 1 34448976
130 mmas 3 1.17 6.04 0.36 11 NA NA NA 17 0 33227652
130 mmas 1 3.25 0.01 0.17 69 NA NA NA 10 1 33175180
130 eas 2 0.62 8.35 0.2 34 NA NA 362 6 1 34241846
130 acs 2 2.44 0.01 0.41 11 0.86 NA NA 30 0 33054845
130 mmas 3 0.88 5.04 0.25 94 NA NA NA 22 0 33433934
130 eas 0 4.6 1.93 0.97 51 NA NA 147 NA NA 55097169
130 mmas 1 3.16 4.84 0.11 14 NA NA NA 31 0 33390182
130 acs 2 0.66 8.26 0.8 66 0.84 NA NA 43 1 33644233
130 acs 2 1.09 7.44 0.55 56 0.58 NA NA 32 1 33568773
130 acs 3 2.8 7.12 0.24 10 0.46 NA NA 40 1 32995538
130 eas 1 0.48 4.51 0.78 99 NA NA 327 37 1 34445341
130 mmas 1 0.98 5.8 0.21 98 NA NA NA 38 0 34068058
130 eas 2 3.7 6.03 0.95 70 NA NA 33 23 0 33067593
130 as 0 0.81 5.48 0.01 12 NA NA NA NA NA 42199795
130 ras 0 2.31 2.94 0.25 100 NA 56 NA NA NA 40342461
130 eas 3 4.47 2.93 0.31 45 NA NA 485 46 0 33611521
130 as 1 3.24 2.91 0.55 31 NA NA NA 20 0 33594931
130 eas 2 4.09 7.73 0.02 5 NA NA 449 8 1 33458786
130 mmas 1 0.77 2.17 0.7 35 NA NA NA 15 1 34283702
130 mmas 1 0.25 8.47 0.59 25 NA NA NA 15 1 34172930
130 eas 0 3.67 3.58 0.66 34 NA NA 717 NA NA 46861443
130 mmas 0 2.52 3.12 0.23 18 NA NA NA NA NA 41401505
130 mmas 3 2.66 4.15 0.59 62 NA NA NA 12 0 33256544
130 acs 0 1.15 3.33 0.67 16 0.1 NA NA NA NA 45868322
130 eas 2 1.16 7.29 0.97 18 NA NA 19 10 0 33641921
130 acs 0 1.08 8.17 0.92 56 0.98 NA NA NA NA 37547501
130 eas 1 4.69 5.44 0.31 59 NA NA 489 45 0 33605419
130 eas 0 4.55 5.21 0.93 38 NA NA 81 NA NA 42549161
130 eas 3 0.57 7.61 0.87 72 NA NA 721 20 0 33277012
130 eas 0 4.94 5.99 0.59 65 NA NA 167 NA NA 41923906
130 as 1 3.18 6.06 0.31 64 NA NA NA 28 1 33695029
130 mmas 3 1.41 2.0 0.14 59 NA NA NA 45 1 33588103
130 eas 0 1.91 1.44 0.04 28 NA NA 101 NA NA 50546410
130 ras 0 0.1 3.9 0.89 74 NA 77 NA NA NA 45439826
130 eas 3 0.82 0.75 0.19 84 NA NA 577 44 0 33574827
130 mmas 1 4.53 7.74 0.56 47 NA NA NA 24 1 33350807
130 acs 0 3.38 6.21 0.44 65 0.0 NA NA NA NA 40955985
130 acs 0 2.38 0.0 0.14 62 0.38 NA NA NA NA 88166714
130 acs 3 1.91 6.2 0.35 39 0.07 NA NA 7 0 32924527
130 mmas 3 4.82 8.13 0.91 17 NA NA NA 31 1 33295661
130 eas 0 1.94 9.46 0.05 54 NA NA 557 NA NA 39197462
130 eas 0 2.81 3.35 0.58 27 NA NA 316 NA NA 48238781
130 ras 2 2.33 8.2 0.94 84 NA 67 NA 31 1 33450455
130 eas 1 1.03 8.54 0.46 79 NA NA 166 45 0 34009975
130 mmas 3 1.49 9.57 0.03 25 NA NA NA 25 1 33402073
130 ras 0 2.69 2.6 0.09 46 NA 18 NA NA NA 39565694
130 ras 2 1.38 7.6 0.92 40 NA 52 NA 34 1 33774933
130 mmas 3 2.08 4.99 0.24 51 NA NA NA 45 0 33498157
130 as 1 0.39 3.11 0.84 44 NA NA NA 28 0 34635675
130 as 0 4.83 1.44 0.53 18 NA NA NA NA NA 45274941
130 mmas 1 2.84 6.83 0.53 82 NA NA NA 23 0 33175890
130 as 3 4.42 9.44 0.85 92 NA NA NA 43 0 33413680
130 ras 2 4.44 2.43 0.35 19 NA 65 NA 26 1 33268015
130 eas 2 1.52 9.04 0.79 13 NA NA 155 28 1 33127742
130 eas 1 2.25 9.06 0.79 9 NA NA 343 21 1 33662561
130 eas 2 4.14 3.38 0.49 20 NA NA 196 24 0 33517649
130 as 0 4.94 3.15 0.55 56 NA NA NA NA NA 40110610
130 acs 3 0.96 0.96 0.59 24 0.41 NA NA 11 0 33087690
130 as 0 0.36 4.04 0.82 19 NA NA NA NA NA 42782016
130 acs 0 3.01 2.08 0.24 64 0.54 NA NA NA NA 46353232
130 eas 3 1.12 3.39 0.14 35 NA NA 473 37 0 33251061
130 acs 3 1.74 1.67 0.65 96 0.64 NA NA 28 1 33337322
130 as 0 1.76 3.54 0.26 76 NA NA NA NA NA 38449177
130 eas 3 1.04 4.83 0.33 100 NA NA 186 34 1 33336939
130 eas 3 0.81 6.79 0.33 100 NA NA 67 33 0 33352010
130 acs 3 4.22 5.25 0.11 57 0.52 NA NA 35 1 32916134
130 as 3 2.77 8.05 0.48 85 NA NA NA 21 0 33204608
130 acs 1 4.8 4.45 0.25 31 0.53 NA NA 49 1 33343867
130 ras 3 1.16 7.16 0.53 47 NA 89 NA 38 0 33235541
130 acs 3 4.15 7.56 0.98 99 0.78 NA NA 22 0 33188967
130 acs 1 0.28 8.9 0.24 83 0.7 NA NA 25 0 34090903
130 ras 0 3.05 4.33 0.08 63 NA 4 NA NA NA 38873894
130 mmas 2 3.59 6.6 0.19 99 NA NA NA 11 0 33604511
130 mmas 0 3.3 6.55 0.11 56 NA NA NA NA NA 38708952
130 eas 2 3.99 2.43 0.2 58 NA NA 486 37 1 33236127
130 acs 0 0.67 3.6 0.67 16 0.7 NA NA NA NA 40598363
130 as 0 2.46 8.6 0.27 73 NA NA NA NA NA 38827887
130 acs 3 3.04 8.39 0.5 64 0.4 NA NA 12 1 32736750
130 ras 3 1.28 8.61 0.1 7 NA 50 NA 44 1 33330813
130 eas 2 4.49 4.09 0.47 58 NA NA 305 37 1 33412385
130 eas 2 2.17 9.77 0.16 88 NA NA 4 8 1 33824690
130 eas 0 0.98 9.33 0.66 44 NA NA 23 NA NA 38792016
130 mmas 3 1.8 3.2 0.54 90 NA NA NA 12 1 32834818
130 ras 3 0.75 7.05 0.24 83 NA 41 NA 48 0 33436531
130 acs 1 1.34 3.8 0.34 79 0.87 NA NA 33 0 33820963
130 as 2 1.18 3.61 1.0 76 NA NA NA 27 0 33817476
130 mmas 1 4.87 2.15 0.17 69 NA NA NA 18 0 33382304
130 acs 1 0.94 7.35 0.49 68 0.57 NA NA 43 0 33980180
130 ras 3 1.46 8.51 0.46 78 NA 4 NA 36 0 33413705
130 as 0 1.64 1.44 0.59 87 NA NA NA NA NA 41904997
130 mmas 1 2.49 2.02 0.85 21 NA NA NA 22 1 34865920
130 eas 1 3.68 3.51 0.05 54 NA NA 71 27 0 33695328
130 ras 1 1.29 5.6 0.65 25 NA 24 NA 14 0 34090366
130 as 3 3.52 0.46 0.53 33 NA NA NA 14 0 32931634
130 ras 0 1.43 9.65 0.51 17 NA 99 NA NA NA 39563960
130 as 1 0.67 2.08 0.02 63 NA NA NA 28 1 34980043
130 as 0 4.28 2.88 0.5 66 NA NA NA NA NA 39580143
130 acs 2 0.16 7.63 0.93 38 0.4 NA NA 22 1 33878285
130 as 0 3.34 2.17 0.72 12 NA NA NA NA NA 42565116
130 mmas 2 2.97 3.23 0.17 83 NA NA NA 13 0 33253634
130 acs 0 1.61 5.43 0.98 30 0.93 NA NA NA NA 38488042
130 ras 1 1.09 1.46 0.92 43 NA 37 NA 48 0 34319725
130 eas 0 0.23 1.8 0.36 17 NA NA 336 NA NA 53655257
130 ras 3 1.88 8.55 0.39 32 NA 45 NA 33 0 33228907
130 eas 2 2.67 8.85 0.63 10 NA NA 313 45 1 33448802
130 mmas 1 2.25 4.73 0.75 8 NA NA NA 10 1 33722020
130 ras 2 0.75 4.78 0.96 56 NA 100 NA 22 1 33962273
130 mmas 3 2.57 1.4 0.17 55 NA NA NA 31 1 33536488
130 ras 1 4.4 0.62 0.19 18 NA 20 NA 49 1 33304283
130 as 0 0.19 9.5 0.35 49 NA NA NA NA NA 39422760
130 mmas 2 3.81 6.86 0.13 83 NA NA NA 38 0 33427318
130 as 0 3.23 6.55 0.16 35 NA NA NA NA NA 38497614
130 eas 0 4.71 9.13 0.43 5 NA NA 573 NA NA 41541993
130 acs 3 2.7 2.19 0.94 76 0.37 NA NA 8 0 33206390
130 ras 0 1.18 8.95 0.77 15 NA 20 NA NA NA 39174956
130 acs 0 4.63 0.13 0.43 91 0.1 NA NA NA NA 75989603
130 eas 0 1.09 7.41 0.35 8 NA NA 720 NA NA 39968725
130 ras 1 0.61 1.62 0.83 14 NA 18 NA 43 0 34698241
130 as 2 2.66 1.17 0.63 72 NA NA NA 40 1 33269118
130 eas 1 1.45 7.13 0.41 27 NA NA 582 19 0 33363738
130 mmas 0 0.25 0.73 0.41 47 NA NA NA NA NA 68597012
130 eas 3 1.94 6.83 0.71 95 NA NA 1 50 0 33437783
130 mmas 0 1.83 1.53 0.94 77 NA NA NA NA NA 57113768
130 acs 0 1.86 6.03 0.9 15 0.84 NA NA NA NA 39284814
130 mmas 0 4.38 4.99 0.25 62 NA NA NA NA NA 39692169
130 mmas 3 2.28 9.91 0.71 79 NA NA NA 40 1 32873698
130 ras 2 2.24 2.17 0.94 23 NA 27 NA 40 1 32905930
130 ras 2 4.71 4.05 0.59 50 NA 93 NA 5 0 33507303
130 acs 0 3.04 2.63 0.19 68 0.78 NA NA NA NA 41268118
130 acs 0 1.67 2.96 0.62 26 0.08 NA NA NA NA 47131265
130 as 2 1.69 6.45 0.12 69 NA NA NA 38 1 33636922
130 mmas 2 4.06 5.42 0.14 17 NA NA NA 11 1 33584066
130 ras 2 2.24 0.17 0.13 75 NA 28 NA 40 0 33467414
130 ras 3 0.45 7.53 0.96 17 NA 90 NA 37 1 33385932
130 as 3 1.0 6.32 0.14 56 NA NA NA 36 0 33394663
130 as 2 0.97 4.32 0.98 33 NA NA NA 50 0 33776843
130 mmas 2 0.69 9.9 0.59 45 NA NA NA 43 0 33505479
130 as 1 4.54 2.0 0.52 39 NA NA NA 45 1 33330765
130 ras 3 0.47 5.73 0.17 98 NA 26 NA 8 1 33557062
130 ras 1 4.33 8.69 0.91 13 NA 83 NA 42 1 33817969
130 as 2 1.45 6.28 0.65 83 NA NA NA 40 0 33605561
130 as 2 1.08 1.26 0.4 7 NA NA NA 45 0 33842738
130 eas 1 3.92 6.17 0.12 83 NA NA 19 42 0 33764003
130 mmas 1 0.04 5.21 0.09 11 NA NA NA 8 0 34648664
130 ras 0 3.02 8.57 0.27 27 NA 22 NA NA NA 39223788
130 ras 1 2.51 0.41 0.01 50 NA 3 NA 49 1 35293294
130 as 0 4.6 7.61 0.37 51 NA NA NA NA NA 38750839
130 acs 0 2.0 9.5 0.53 71 0.38 NA NA NA NA 38987091
130 eas 3 1.15 1.26 0.67 83 NA NA 557 44 1 33182337
130 eas 1 4.0 6.16 0.47 12 NA NA 489 13 1 33653759
130 acs 3 1.04 8.07 0.86 76 0.59 NA NA 20 1 33203435
130 acs 0 0.48 6.27 0.76 18 0.84 NA NA NA NA 38274559
130 mmas 0 0.99 6.8 0.86 11 NA NA NA NA NA 39480775
130 eas 1 2.77 2.73 0.53 54 NA NA 278 30 1 33984108
130 mmas 1 3.18 8.92 0.23 99 NA NA NA 43 1 33633679
130 acs 3 1.57 6.39 0.69 91 0.98 NA NA 24 0 33168283
130 eas 1 3.04 0.46 0.23 73 NA NA 233 16 1 33728348
130 as 2 3.11 9.25 0.84 89 NA NA NA 6 1 33853600
130 mmas 3 4.7 8.96 0.72 60 NA NA NA 47 1 32966732
130 ras 2 4.18 2.41 0.5 57 NA 54 NA 22 1 33013734
130 eas 1 4.98 9.91 0.49 81 NA NA 242 49 1 33149690
130 mmas 3 1.73 5.04 0.83 77 NA NA NA 20 1 33012203
130 mmas 2 1.26 3.75 0.91 70 NA NA NA 11 0 33080188
130 mmas 0 0.6 7.99 0.2 89 NA NA NA NA NA 39801226
130 ras 1 1.33 1.6 0.85 32 NA 98 NA 45 1 34269319
130 acs 3 0.21 4.9 0.94 29 0.06 NA NA 49 0 33456629
130 as 1 1.33 2.69 0.62 85 NA NA NA 35 1 34172406
130 as 1 1.78 7.9 0.65 15 NA NA NA 14 1 34066815
130 mmas 2 2.99 6.76 0.76 89 NA NA NA 10 0 33264162
130 acs 3 0.63 1.5 0.27 87 0.15 NA NA 48 1 33553445
130 eas 1 1.47 1.94 0.4 56 NA NA 283 18 0 33460213
130 as 2 3.6 7.08 0.05 76 NA NA NA 15 1 33626431
130 mmas 2 4.85 9.09 0.4 8 NA NA NA 20 1 32980982
130 as 3 4.07 4.74 0.9 75 NA NA NA 37 0 33263509
130 as 2 4.89 2.52 0.78 23 NA NA NA 32 0 33135608
130 eas 0 4.21 5.42 0.57 96 NA NA 554 NA NA 43790637
130 eas 1 3.02 5.35 0.01 16 NA NA 674 40 0 33696003
130 acs 2 0.81 4.85 0.97 100 0.06 NA NA 43 0 33732207
130 eas 1 3.2 4.95 0.99 9 NA NA 559 7 1 35040278
130 ras 1 0.02 6.93 0.05 91 NA 22 NA 5 0 34865107
130 eas 3 1.15 0.66 0.25 93 NA NA 478 11 0 33335665
130 acs 3 1.72 0.8 0.48 90 0.67 NA NA 47 1 33402082
130 as 0 2.32 1.97 0.29 19 NA NA NA NA NA 41032489
130 mmas 3 0.49 1.14 0.91 100 NA NA NA 27 1 33400864
130 as 3 0.93 8.45 0.13 82 NA NA NA 34 1 33368243
130 ras 2 2.55 0.46 0.35 94 NA 77 NA 30 1 33407006
130 ras 1 0.24 4.1 0.44 30 NA 60 NA 41 0 34605086
130 mmas 2 3.61 3.98 0.3 26 NA NA NA 39 1 33058694
