instance algorithm localsearch alpha beta rho ants q0 rasrank elitistants nnls dlb val
130 acs 2 1.86 3.93 0.47 85 0.42 NA NA 16 0 33604109
130 mmas 3 4.7 0.41 0.95 85 NA NA NA 44 1 33407073
130 acs 0 2.5 7.46 0.78 46 0.52 NA NA NA NA 39238258
130 as 1 0.98 9.66 0.1 43 NA NA NA 45 0 34050126
130 ras 3 3.56 5.6 0.54 84 NA 48 NA 32 1 32952831
130 eas 0 1.52 5.36 0.23 74 NA NA 348 NA NA 39784321
130 eas 0 2.85 3.34 0.85 40 NA NA 603 NA NA 47778241
130 as 0 0.28 2.49 0.05 79 NA NA NA NA NA 50647556
130 as 0 0.19 5.37 0.39 29 NA NA NA NA NA 42130979
130 ras 2 4.11 7.69 0.89 51 NA 100 NA 43 0 33261094
130 as 2 2.49 8.21 0.98 10 NA NA NA 44 0 33489862
130 acs 0 3.75 7.21 0.58 19 0.99 NA NA NA NA 38646268
130 eas 3 1.42 8.83 0.02 25 NA NA 404 17 0 33228376
130 ras 3 4.62 7.16 0.94 77 NA 4 NA 23 1 33073067
130 ras 0 2.28 5.45 0.89 22 NA 12 NA NA NA 38348268
130 acs 3 3.51 5.02 0.88 100 0.19 NA NA 7 1 33400781
130 as 1 2.04 1.51 0.18 60 NA NA NA 10 1 33888491
130 ras 2 2.41 9.62 0.6 58 NA 35 NA 10 1 33668157
130 acs 2 1.96 9.83 0.05 98 0.78 NA NA 34 0 33645805
130 ras 0 0.58 7.18 0.49 58 NA 74 NA NA NA 39693447
130 acs 3 0.7 2.76 0.07 49 0.3 NA NA 49 0 33472422
130 as 2 4.94 5.2 0.42 12 NA NA NA 27 0 33233008
130 acs 2 3.85 2.21 0.26 82 0.1 NA NA 5 1 34463195
130 as 0 3.36 9.61 0.59 74 NA NA NA NA NA 38626147
130 as 2 2.81 3.96 0.67 80 NA NA NA 29 1 33311923
130 acs 0 1.03 0.86 1.0 33 0.86 NA NA NA NA 41812236
130 mmas 3 4.39 4.93 0.12 24 NA NA NA 44 1 33205210
130 as 1 2.44 3.64 0.33 56 NA NA NA 23 1 33800633
130 acs 1 2.94 5.03 0.42 59 0.08 NA NA 35 1 33212203
130 mmas 3 1.98 1.65 0.5 7 NA NA NA 22 1 32959566
130 mmas 2 1.33 8.59 0.65 70 NA NA NA 28 0 33475889
130 ras 3 4.97 6.56 0.14 9 NA 39 NA 19 1 32927555
130 as 1 4.03 4.39 0.06 78 NA NA NA 7 0 34089217
130 mmas 0 1.31 9.57 0.44 66 NA NA NA NA NA 38629237
130 eas 0 4.97 7.2 0.4 92 NA NA 239 NA NA 40719554
130 as 1 0.72 8.96 0.37 51 NA NA NA 24 1 34323088
130 as 2 0.25 1.43 0.05 74 NA NA NA 12 1 34681564
130 as 0 4.02 0.9 0.7 47 NA NA NA NA NA 45281530
130 acs 1 0.13 2.49 0.03 43 0.57 NA NA 40 1 34862962
130 acs 3 3.67 1.5 0.2 100 0.07 NA NA 42 1 33365189
130 ras 1 0.69 3.13 0.64 79 NA 84 NA 38 1 34492321
130 mmas 3 4.14 8.33 0.03 12 NA NA NA 50 0 33413673
130 acs 0 4.34 9.85 0.08 23 0.38 NA NA NA NA 38862350
130 ras 1 3.23 9.21 0.49 96 NA 6 NA 45 1 33394413
130 mmas 1 0.88 9.43 0.68 16 NA NA NA 9 1 33781323
130 mmas 1 1.67 5.34 0.15 88 NA NA NA 11 1 34214361
130 as 3 0.55 5.2 0.11 95 NA NA NA 20 0 33384522
130 eas 3 0.05 7.02 0.68 75 NA NA 63 15 1 33512151
130 acs 1 3.6 4.65 0.96 45 0.51 NA NA 31 1 33485123
130 eas 1 3.4 4.43 0.78 92 NA NA 607 48 0 33654886
130 ras 1 4.33 2.65 0.76 60 NA 68 NA 32 1 33301483
130 ras 1 3.99 4.27 0.48 12 NA 61 NA 33 0 33532149
130 acs 3 0.34 1.92 0.59 73 0.61 NA NA 19 0 33416440
130 ras 3 1.78 9.2 0.8 19 NA 84 NA 48 1 33343924
130 acs 1 3.76 1.11 0.69 65 0.0 NA NA 24 0 33546253
130 as 1 4.36 2.88 0.61 19 NA NA NA 11 0 33255190
130 ras 2 3.92 6.73 0.52 32 NA 6 NA 30 0 32965715
130 acs 2 4.41 3.26 0.34 38 0.78 NA NA 10 1 33242124
130 acs 0 1.58 9.62 0.15 18 0.16 NA NA NA NA 38992384
130 mmas 3 4.61 1.88 0.77 67 NA NA NA 48 0 33307340
130 acs 1 4.87 9.3 0.77 44 0.21 NA NA 32 1 33199814
130 as 3 2.33 4.45 0.52 92 NA NA NA 13 1 33130800
130 as 0 0.73 4.94 0.12 96 NA NA NA NA NA 40119071
130 as 0 2.05 3.95 0.97 85 NA NA NA NA NA 39698006
130 mmas 0 4.54 3.92 0.2 38 NA NA NA NA NA 39849272
130 as 0 0.29 6.79 0.51 91 NA NA NA NA NA 40283974
130 mmas 3 4.36 0.46 0.59 84 NA NA NA 14 0 33222353
130 eas 1 0.29 9.51 0.91 24 NA NA 231 6 0 34430765
130 eas 1 3.35 3.64 0.79 13 NA NA 589 5 0 34458041
130 as 3 3.5 6.32 0.32 30 NA NA NA 15 1 32926418
130 ras 1 0.28 1.24 0.38 35 NA 97 NA 42 0 35075635
130 acs 1 0.18 5.43 0.07 49 0.49 NA NA 24 0 34258154
130 eas 1 4.85 7.77 0.07 55 NA NA 617 14 0 33625939
130 as 0 4.78 8.33 0.76 34 NA NA NA NA NA 38888080
130 mmas 3 2.11 1.01 0.42 57 NA NA NA 22 1 33047592
130 ras 3 0.52 6.22 0.41 92 NA 12 NA 38 1 33432437
130 ras 0 0.79 2.92 0.96 5 NA 28 NA NA NA 44296584
130 ras 0 2.26 7.95 0.59 40 NA 11 NA NA NA 39033224
130 acs 1 1.44 7.51 0.54 16 0.39 NA NA 46 0 33689083
130 eas 1 0.52 3.96 0.95 44 NA NA 661 5 0 34632304
130 acs 3 2.76 7.19 0.45 27 0.55 NA NA 20 1 32718610
130 as 3 0.83 2.53 0.69 47 NA NA NA 27 1 33473730
130 eas 2 0.72 7.5 0.81 93 NA NA 143 10 1 33931792
130 acs 1 3.06 0.14 0.52 67 0.11 NA NA 19 0 34177726
130 acs 3 4.1 4.16 0.96 11 0.02 NA NA 44 0 33256676
130 mmas 0 1.01 1.69 0.79 18 NA NA NA NA NA 51244528
130 ras 3 0.78 4.29 0.42 11 NA 84 NA 40 1 33411521
130 ras 1 1.21 3.46 0.99 53 NA 28 NA 18 1 34113968
130 ras 1 2.83 0.52 0.5 75 NA 80 NA 49 0 33410136
130 eas 0 3.3 5.61 0.23 80 NA NA 670 NA NA 42255769
130 eas 1 0.62 9.33 0.54 84 NA NA 697 13 1 34186462
130 acs 3 4.22 7.9 0.78 62 1.0 NA NA 35 1 32904454
130 eas 1 4.37 8.13 0.32 31 NA NA 601 21 0 33328814
130 ras 2 4.81 0.1 0.26 46 NA 97 NA 27 0 33360851
130 ras 2 0.42 8.72 0.47 92 NA 73 NA 45 1 33983474
130 eas 3 1.91 1.91 0.14 18 NA NA 181 27 0 33146435
130 acs 1 0.1 4.4 0.02 61 0.59 NA NA 50 0 34355942
130 mmas 0 1.53 0.96 0.78 6 NA NA NA NA NA 62133338
130 mmas 3 0.01 1.42 0.5 63 NA NA NA 36 0 33637890
130 mmas 3 1.94 9.2 0.49 57 NA NA NA 5 0 33376208
130 as 1 1.03 3.49 0.34 73 NA NA NA 9 0 34255076
130 as 3 0.01 3.74 0.51 76 NA NA NA 20 0 33572087
130 acs 3 2.19 0.81 0.17 51 0.98 NA NA 6 0 32999968
130 as 2 1.86 4.59 0.69 44 NA NA NA 12 1 33515129
130 mmas 3 0.7 2.51 0.42 33 NA NA NA 16 0 33469779
130 ras 0 1.09 8.9 0.13 48 NA 24 NA NA NA 38954967
130 mmas 1 3.61 3.51 0.69 6 NA NA NA 12 1 34157039
130 as 3 0.75 2.48 0.53 61 NA NA NA 36 1 33448179
130 mmas 1 2.3 0.52 1.0 9 NA NA NA 40 0 35016603
130 as 3 3.31 0.51 0.58 68 NA NA NA 43 0 33374686
130 eas 0 3.21 1.58 0.85 53 NA NA 732 NA NA 60676420
130 eas 0 1.71 6.36 0.56 16 NA NA 559 NA NA 40736798
130 eas 2 2.1 4.22 0.48 19 NA NA 70 21 0 33372188
130 mmas 1 3.64 2.26 0.86 65 NA NA NA 18 1 34873956
130 mmas 0 4.96 7.53 0.35 53 NA NA NA NA NA 39111078
130 ras 2 0.8 7.88 0.68 36 NA 52 NA 19 1 33999590
130 acs 2 3.85 0.28 0.75 58 0.83 NA NA 47 1 33018066
130 as 2 1.97 6.52 0.38 50 NA NA NA 41 0 33535847
130 mmas 3 4.48 8.01 0.37 7 NA NA NA 41 0 33001961
130 mmas 1 1.94 3.01 0.35 49 NA NA NA 17 0 33506236
130 as 2 1.56 8.51 0.1 8 NA NA NA 20 1 33699069
130 ras 3 0.79 7.5 0.03 99 NA 22 NA 43 0 33391166
130 acs 1 1.76 3.76 0.78 61 0.44 NA NA 5 0 34014186
130 as 0 3.67 9.28 0.11 88 NA NA NA NA NA 38857235
130 acs 3 2.88 8.58 0.03 87 0.48 NA NA 50 1 33384942
130 as 3 3.84 8.88 1.0 56 NA NA NA 22 1 33171164
130 ras 1 4.37 6.86 0.13 20 NA 79 NA 36 1 33658590
130 eas 2 4.61 9.06 0.41 17 NA NA 723 13 0 33327818
130 ras 3 2.14 8.71 0.94 46 NA 80 NA 44 1 33243262
130 as 1 0.25 4.69 0.1 65 NA NA NA 5 1 35439054
130 as 0 1.52 6.16 0.81 94 NA NA NA NA NA 39490287
130 as 1 4.95 2.09 0.97 68 NA NA NA 18 1 33550368
130 mmas 1 4.49 5.11 0.04 14 NA NA NA 38 1 33384534
130 mmas 0 2.43 1.13 0.45 94 NA NA NA NA NA 55905999
130 as 2 0.71 3.98 0.75 14 NA NA NA 25 1 34133257
130 as 2 2.53 3.11 0.21 71 NA NA NA 33 1 33522066
130 as 3 2.03 2.67 0.57 31 NA NA NA 7 1 33077428
130 as 2 0.85 1.66 0.77 37 NA NA NA 7 1 34437000
130 as 2 4.75 3.54 0.12 81 NA NA NA 12 1 33393637
130 as 1 0.88 9.66 0.63 46 NA NA NA 49 1 34181987
130 acs 2 3.86 9.43 0.5 53 0.98 NA NA 38 1 32907996
130 mmas 2 1.0 3.63 0.87 73 NA NA NA 48 0 33167009
130 mmas 3 0.17 3.01 0.36 6 NA NA NA 5 1 34641509
130 as 2 0.94 6.81 0.65 33 NA NA NA 24 1 33910304
130 eas 2 2.43 2.54 0.51 91 NA NA 559 37 0 33431343
130 mmas 2 3.77 4.88 0.22 9 NA NA NA 38 1 33066434
130 eas 3 2.7 0.77 0.22 81 NA NA 548 45 0 33253771
130 eas 1 3.53 7.6 0.21 95 NA NA 578 43 1 33394771
130 ras 0 3.7 9.16 0.64 7 NA 9 NA NA NA 40348807
130 mmas 1 3.3 6.96 0.69 58 NA NA NA 46 1 33392830
130 mmas 2 3.96 3.41 0.1 24 NA NA NA 38 1 32923263
130 acs 3 3.65 9.96 0.89 98 0.8 NA NA 22 0 33276718
130 mmas 0 3.97 6.57 0.44 64 NA NA NA NA NA 39651151
130 eas 0 0.71 5.53 0.74 29 NA NA 459 NA NA 39693308
130 acs 2 4.53 8.41 0.57 97 0.38 NA NA 48 0 33410301
130 as 1 3.7 6.61 0.72 100 NA NA NA 16 1 33793624
130 acs 3 1.71 7.55 0.92 80 0.24 NA NA 25 0 33333477
130 ras 0 2.72 4.71 0.05 64 NA 92 NA NA NA 39225280
130 ras 1 0.39 9.39 0.12 81 NA 27 NA 19 1 34367364
130 eas 0 0.06 8.93 0.97 55 NA NA 436 NA NA 40176320
130 eas 0 3.01 8.45 0.2 58 NA NA 318 NA NA 39409702
130 mmas 3 4.58 1.34 0.21 75 NA NA NA 10 0 33267023
130 ras 2 3.51 1.63 0.18 68 NA 21 NA 11 1 33323277
130 as 0 2.01 9.04 0.92 7 NA NA NA NA NA 39906732
130 ras 0 1.98 1.76 0.27 73 NA 54 NA NA NA 41328983
130 ras 1 0.36 4.07 0.1 25 NA 21 NA 38 1 34610283
130 as 0 0.33 4.99 0.18 73 NA NA NA NA NA 41624831
130 ras 1 1.37 9.45 0.4 87 NA 55 NA 41 1 34002115
130 eas 3 4.93 2.77 0.6 19 NA NA 137 30 1 33082893
130 as 0 3.77 6.83 0.08 47 NA NA NA NA NA 38598886
130 as 1 4.17 7.25 0.9 21 NA NA NA 41 1 33587806
130 mmas 3 2.36 4.84 0.94 24 NA NA NA 41 1 33219291
130 eas 2 1.99 8.9 0.58 53 NA NA 293 49 0 33282380
130 as 1 1.71 7.58 0.56 53 NA NA NA 13 0 34011426
130 as 0 4.85 5.34 0.71 94 NA NA NA NA NA 39312027
130 ras 0 0.77 3.08 0.03 63 NA 65 NA NA NA 42046722
130 ras 3 2.77 5.6 0.3 35 NA 33 NA 26 0 33147486
130 as 0 4.5 2.05 0.74 44 NA NA NA NA NA 41377319
130 as 3 0.92 9.29 0.78 83 NA NA NA 14 0 33264802
130 acs 1 2.31 4.93 0.11 58 0.88 NA NA 43 1 33773978
130 mmas 2 1.76 4.86 0.74 64 NA NA NA 47 0 33133815
130 mmas 2 0.23 9.03 0.9 17 NA NA NA 16 1 33850739
130 as 0 4.77 5.93 0.76 93 NA NA NA NA NA 38416652
130 eas 2 0.65 3.13 0.35 96 NA NA 187 18 0 33840055
130 mmas 3 3.25 3.27 0.95 96 NA NA NA 43 0 33440066
130 mmas 0 0.9 2.79 0.01 10 NA NA NA NA NA 51524030
130 eas 1 2.39 3.39 0.95 23 NA NA 720 18 1 34960522
130 acs 0 3.56 3.78 0.12 7 0.45 NA NA NA NA 40807433
130 mmas 1 1.81 9.9 0.44 73 NA NA NA 43 1 33826861
130 as 1 1.36 2.62 0.89 77 NA NA NA 37 0 33913799
130 eas 3 1.61 3.1 0.27 71 NA NA 272 7 0 33157147
130 as 3 1.48 3.26 0.66 46 NA NA NA 46 1 33332645
130 mmas 3 1.89 2.75 0.5 34 NA NA NA 40 1 33122938
130 acs 3 4.45 3.35 0.33 95 0.85 NA NA 7 1 33175486
130 mmas 1 0.67 3.56 0.88 8 NA NA NA 25 1 33851918
130 acs 2 4.57 0.55 0.52 77 0.3 NA NA 17 0 33499842
130 mmas 0 3.53 2.04 0.72 17 NA NA NA NA NA 52026983
130 acs 1 3.19 4.63 0.28 26 0.97 NA NA 41 1 33563705
130 as 0 3.2 3.26 0.28 34 NA NA NA NA NA 39654359
130 ras 1 3.97 4.79 0.31 9 NA 7 NA 25 0 33148681
130 acs 3 4.13 0.61 0.61 19 0.51 NA NA 12 1 33004065
130 eas 0 0.24 9.13 0.77 51 NA NA 224 NA NA 39708878
130 acs 1 3.3 5.79 0.55 74 0.23 NA NA 35 1 33636509
130 as 1 1.91 6.82 0.19 87 NA NA NA 23 0 33967173
130 as 1 3.35 4.32 0.81 67 NA NA NA 41 1 33609727
130 as 2 0.12 8.96 0.45 86 NA NA NA 37 1 34062553
130 acs 1 0.7 1.44 0.01 83 0.07 NA NA 5 1 35982618
130 as 3 2.45 0.76 0.65 49 NA NA NA 43 0 33180742
130 as 0 0.36 3.41 0.06 51 NA NA NA NA NA 45271589
130 ras 2 0.53 8.55 0.41 96 NA 60 NA 6 1 34335510
130 ras 3 0.54 7.69 0.24 33 NA 71 NA 13 1 33463307
130 eas 1 1.92 4.64 0.62 46 NA NA 94 7 0 33349387
130 eas 2 1.23 4.37 0.3 27 NA NA 594 35 1 33118982
130 ras 1 2.55 2.38 0.72 7 NA 87 NA 45 0 34203489
130 mmas 3 4.56 1.49 0.99 82 NA NA NA 34 1 33306023
130 mmas 1 4.4 4.84 0.6 61 NA NA NA 37 1 33794467
130 ras 0 1.68 2.56 0.06 20 NA 74 NA NA NA 43269703
130 mmas 1 1.53 0.33 0.11 99 NA NA NA 43 0 35045861
130 as 3 2.06 5.99 0.33 21 NA NA NA 30 0 33184164
130 eas 2 3.84 8.73 0.83 41 NA NA 123 13 0 33265959
130 ras 0 0.32 4.37 0.61 90 NA 60 NA NA NA 42622975
130 mmas 3 3.59 2.44 0.75 44 NA NA NA 43 1 33263785
130 ras 0 0.43 4.41 0.46 28 NA 44 NA NA NA 42071213
130 as 0 0.08 5.42 0.93 47 NA NA NA NA NA 42807198
130 mmas 0 3.91 2.66 0.76 20 NA NA NA NA NA 49555531
130 eas 0 3.31 8.77 0.41 31 NA NA 32 NA NA 38997630
130 as 2 0.58 1.65 0.83 88 NA NA NA 17 1 34491352
130 mmas 3 4.91 5.29 0.29 48 NA NA NA 35 0 33425563
130 acs 1 1.8 3.67 0.62 85 0.87 NA NA 21 0 33658551
130 ras 1 2.57 8.8 0.98 52 NA 20 NA 5 1 34285522
130 acs 1 3.63 2.14 0.33 54 0.84 NA NA 26 1 33277864
130 ras 3 0.05 6.56 0.7 37 NA 29 NA 24 0 33445008
130 as 1 4.35 6.41 0.99 95 NA NA NA 46 0 33651687
130 acs 1 1.18 4.08 0.72 49 0.99 NA NA 45 1 33080977
130 acs 3 0.45 2.44 0.99 52 0.58 NA NA 50 1 33384190
130 ras 0 1.07 5.42 0.41 19 NA 41 NA NA NA 39580601
130 acs 2 4.77 2.98 0.96 86 0.43 NA NA 32 1 33193278
130 eas 0 0.57 4.42 0.49 31 NA NA 108 NA NA 40455455
130 ras 3 3.66 2.01 0.96 66 NA 86 NA 16 0 33119155
130 as 3 4.91 9.08 0.87 72 NA NA NA 8 0 33111513
130 acs 2 3.12 8.86 0.1 90 0.1 NA NA 24 1 33580088
130 as 1 0.55 3.91 0.41 39 NA NA NA 16 0 34382824
130 mmas 3 2.43 2.61 0.54 99 NA NA NA 6 0 33179111
130 as 1 4.06 8.76 0.44 80 NA NA NA 25 1 33802653
130 acs 3 2.16 7.08 0.97 49 0.97 NA NA 49 1 32833350
130 acs 2 4.33 7.39 0.41 46 0.76 NA NA 31 0 33067617
130 mmas 1 3.48 8.61 0.23 39 NA NA NA 9 1 33523608
130 eas 3 0.51 1.01 0.52 13 NA NA 547 31 0 33502202
130 ras 0 1.8 5.01 0.51 86 NA 81 NA NA NA 38546731
130 acs 3 4.95 6.84 0.32 8 0.07 NA NA 17 1 32680514
130 ras 0 3.32 0.25 0.11 94 NA 74 NA NA NA 65250036
130 as 1 0.94 8.98 0.32 27 NA NA NA 33 1 34255587
130 ras 1 3.2 7.14 0.53 39 NA 64 NA 34 1 33627446
130 as 0 1.81 6.06 0.3 61 NA NA NA NA NA 38803859
130 acs 1 1.03 9.41 0.53 43 0.03 NA NA 21 0 33867564
130 acs 1 3.51 6.22 0.45 78 0.46 NA NA 46 0 33588077
130 eas 3 0.9 6.5 0.07 27 NA NA 33 18 0 33310477
130 ras 1 4.45 5.51 0.41 25 NA 88 NA 27 0 33413829
130 mmas 3 0.54 0.34 0.26 71 NA NA NA 12 0 33564404
130 ras 0 1.35 1.91 0.13 93 NA 34 NA NA NA 41932008
130 mmas 0 0.86 1.81 0.35 100 NA NA NA NA NA 48348550
130 eas 1 1.8 4.86 0.7 48 NA NA 342 23 0 33258998
130 eas 2 3.79 2.45 0.66 64 NA NA 326 28 0 33461393
130 eas 0 3.47 9.16 0.33 72 NA NA 743 NA NA 40030547
130 eas 3 2.94 0.11 0.36 48 NA NA 359 21 1 33075370
130 as 0 3.25 7.18 0.06 26 NA NA NA NA NA 38620907
130 acs 0 4.54 5.73 0.6 62 0.06 NA NA NA NA 41742267
130 as 3 1.25 8.55 0.14 67 NA NA NA 46 1 33387604
130 as 1 0.98 0.95 0.53 66 NA NA NA 49 0 34584924
130 mmas 2 4.21 3.49 1.0 27 NA NA NA 39 0 34318792
130 as 0 3.01 2.07 0.85 63 NA NA NA NA NA 39783501
130 as 3 4.2 3.29 0.81 94 NA NA NA 29 0 33524106
130 ras 3 3.01 6.67 0.1 20 NA 22 NA 39 0 33111570
130 eas 1 4.66 0.93 0.77 77 NA NA 112 29 0 33362121
130 ras 2 3.37 7.67 0.73 45 NA 48 NA 35 0 33295728
130 ras 3 0.66 9.74 0.83 61 NA 11 NA 18 1 33401397
130 as 3 4.43 8.53 0.13 63 NA NA NA 27 0 33227000
130 ras 3 3.39 9.77 0.45 14 NA 92 NA 38 0 33282124
130 mmas 2 0.02 7.44 0.54 6 NA NA NA 29 1 34065594
130 as 1 1.54 4.58 0.65 85 NA NA NA 39 0 33982920
130 mmas 0 0.42 3.95 0.15 48 NA NA NA NA NA 44567388
130 acs 2 3.47 8.32 0.1 100 0.59 NA NA 43 0 33610902
130 ras 2 2.46 0.49 0.7 52 NA 3 NA 35 1 33203638
130 eas 0 2.45 9.5 0.2 81 NA NA 15 NA NA 38620379
130 as 1 2.87 8.82 0.19 95 NA NA NA 30 0 33832371
130 acs 2 2.21 0.89 1.0 22 0.23 NA NA 38 0 33250915
130 as 0 1.09 2.95 0.22 42 NA NA NA NA NA 40556488
130 acs 2 0.38 0.38 0.6 85 0.73 NA NA 46 1 34407445
130 as 0 0.12 4.94 0.91 83 NA NA NA NA NA 42532370
130 ras 3 0.93 9.62 0.94 55 NA 64 NA 50 1 33369702
130 as 2 4.19 4.72 0.56 22 NA NA NA 40 1 33116472
130 eas 1 0.57 4.62 0.93 94 NA NA 335 28 0 34134086
130 ras 0 2.08 8.59 0.68 53 NA 52 NA NA NA 39147739
130 mmas 2 0.8 4.37 0.24 42 NA NA NA 6 0 33864972
130 ras 2 1.7 4.05 0.66 18 NA 78 NA 29 1 33690657
130 mmas 3 2.34 2.78 0.49 60 NA NA NA 35 0 33316873
130 ras 0 1.27 3.13 0.57 100 NA 31 NA NA NA 40404283
130 ras 0 0.54 0.06 0.75 79 NA 26 NA NA NA 80422685
130 eas 0 2.94 9.7 0.38 32 NA NA 134 NA NA 40278971
130 as 2 1.17 2.99 0.16 47 NA NA NA 50 1 33939716
130 as 1 3.07 8.72 0.52 95 NA NA NA 23 0 33712795
130 eas 2 2.83 9.76 0.85 48 NA NA 387 6 0 33296100
130 as 2 2.5 8.09 0.77 73 NA NA NA 36 1 33562975
130 acs 2 1.41 4.26 0.39 25 0.63 NA NA 37 1 33205009
130 mmas 0 2.81 5.24 0.75 64 NA NA NA NA NA 40972639
130 ras 2 1.85 0.83 0.16 9 NA 91 NA 15 1 33487352
130 mmas 1 3.34 7.91 0.02 54 NA NA NA 48 0 34055733
130 ras 1 1.13 1.46 0.78 64 NA 88 NA 23 0 34323005
130 as 0 0.9 8.09 0.29 31 NA NA NA NA NA 38729864
130 acs 0 4.55 0.07 0.2 44 0.05 NA NA NA NA 72945646
130 as 0 0.19 3.97 0.45 83 NA NA NA NA NA 44737863
130 as 2 1.49 0.26 0.43 57 NA NA NA 45 0 33795679
130 acs 3 1.73 8.08 0.7 17 0.35 NA NA 15 0 32975864
130 ras 2 4.34 8.69 0.74 66 NA 32 NA 8 0 33301189
130 as 1 5.0 5.49 0.58 9 NA NA NA 26 1 33240471
130 eas 1 4.36 5.16 0.43 79 NA NA 398 30 0 33300841
130 ras 1 1.83 4.63 0.27 28 NA 40 NA 15 1 33830521
130 as 0 0.71 3.65 0.58 67 NA NA NA NA NA 41761629
130 eas 1 0.54 3.91 0.8 29 NA NA 548 48 1 34237459
130 mmas 1 4.27 2.02 0.85 70 NA NA NA 6 1 34856111
130 acs 1 2.43 0.04 0.53 56 0.66 NA NA 20 1 33425146
130 eas 1 0.38 8.97 0.38 42 NA NA 643 37 0 34083453
130 acs 0 0.21 1.98 0.51 47 0.4 NA NA NA NA 49146358
130 as 2 2.11 9.44 0.64 97 NA NA NA 35 1 33755449
130 acs 3 0.99 0.69 0.39 26 0.92 NA NA 40 0 33145953
130 eas 1 3.24 0.14 0.84 67 NA NA 369 43 0 34022339
130 acs 2 4.58 7.59 0.79 81 0.19 NA NA 22 1 33121681
130 eas 1 2.9 8.1 0.58 42 NA NA 606 35 0 33430801
130 as 0 3.8 9.53 0.03 91 NA NA NA NA NA 38662229
130 ras 0 1.4 2.54 0.66 67 NA 26 NA NA NA 40980017
130 ras 1 4.97 5.37 0.17 82 NA 99 NA 18 1 33824540
130 acs 2 2.57 6.73 0.96 34 0.63 NA NA 32 0 33046955
130 mmas 3 0.82 1.5 0.5 72 NA NA NA 48 0 33600734
130 acs 2 3.2 0.38 0.15 80 0.39 NA NA 18 1 33939135
130 acs 1 4.58 4.46 0.16 5 0.2 NA NA 27 0 33100944
130 acs 3 4.98 8.81 0.17 43 0.56 NA NA 12 0 32930459
130 eas 1 1.8 7.09 0.85 69 NA NA 361 49 1 33309833
130 acs 1 3.45 0.09 0.87 47 0.49 NA NA 30 1 33432023
130 ras 3 1.73 5.06 0.15 22 NA 39 NA 16 0 33230838
130 mmas 1 0.1 5.53 0.15 92 NA NA NA 7 1 34817936
130 eas 0 2.68 7.89 0.12 28 NA NA 654 NA NA 40687419
130 eas 0 2.29 6.77 0.32 66 NA NA 618 NA NA 40375248
130 acs 2 1.3 6.78 0.71 48 0.18 NA NA 8 1 33681758
130 ras 1 1.9 4.78 0.08 73 NA 22 NA 37 0 33871098
130 as 0 2.01 3.2 0.84 55 NA NA NA NA NA 39856710
130 as 0 3.01 4.52 0.04 81 NA NA NA NA NA 37940171
130 mmas 2 0.17 8.31 0.64 63 NA NA NA 37 0 33711091
130 acs 0 3.5 6.25 0.9 22 0.06 NA NA NA NA 41181676
130 acs 2 1.78 4.49 0.78 90 0.02 NA NA 38 0 33704980
130 eas 2 1.17 3.28 0.25 28 NA NA 335 11 0 33227599
130 mmas 1 0.23 7.17 0.1 96 NA NA NA 30 1 34338770
130 ras 2 1.17 5.38 0.84 50 NA 52 NA 49 1 33879650
130 as 2 4.48 1.18 0.11 81 NA NA NA 7 0 33406223
130 mmas 1 3.87 3.82 0.73 76 NA NA NA 47 0 33773983
130 mmas 1 4.4 7.01 0.1 12 NA NA NA 41 0 33573526
130 as 3 2.72 2.56 0.25 97 NA NA NA 36 0 33302048
130 mmas 2 0.7 7.47 1.0 14 NA NA NA 46 0 33405316
130 eas 1 1.24 9.79 0.38 74 NA NA 670 11 0 33846250
130 as 0 0.92 2.1 0.55 100 NA NA NA NA NA 44062480
130 mmas 0 1.8 5.02 0.06 81 NA NA NA NA NA 42290567
130 eas 3 4.8 2.03 0.69 54 NA NA 629 30 1 33126063
130 ras 1 4.56 0.73 0.51 93 NA 5 NA 43 1 33544742
130 as 0 3.86 6.22 0.97 18 NA NA NA NA NA 40100656
130 as 1 1.59 1.87 0.58 64 NA NA NA 47 1 34148619
130 mmas 0 1.62 9.22 0.05 45 NA NA NA NA NA 39646115
130 acs 3 4.21 8.08 0.76 18 0.66 NA NA 26 1 33013201
130 ras 1 0.28 6.17 0.54 22 NA 98 NA 42 1 34481934
130 eas 3 2.62 2.71 0.12 14 NA NA 628 47 0 33225501
130 mmas 1 4.87 3.35 0.93 13 NA NA NA 47 1 35145741
130 mmas 0 2.16 3.28 0.09 60 NA NA NA NA NA 42683159
130 acs 2 3.94 7.9 0.6 66 0.26 NA NA 41 1 33057903
130 acs 0 1.09 5.97 0.82 20 0.96 NA NA NA NA 38631039
130 acs 0 3.76 8.52 0.34 68 0.95 NA NA NA NA 38281702
130 as 3 4.36 4.27 0.02 66 NA NA NA 46 1 33166207
130 mmas 2 4.96 7.29 0.7 13 NA NA NA 5 0 33574575
130 mmas 2 4.65 1.61 0.89 65 NA NA NA 14 1 34354676
130 acs 0 4.06 1.77 0.61 15 0.08 NA NA NA NA 53817450
130 acs 3 0.04 8.52 0.65 35 0.43 NA NA 41 0 33355274
130 acs 1 0.2 9.89 0.89 7 0.69 NA NA 30 0 33961275
130 ras 2 3.93 3.08 0.7 92 NA 31 NA 36 1 33078896
130 as 3 4.73 7.43 0.46 38 NA NA NA 47 1 33080189
